article_id,authors,author_name
2301.00201,Martin Andersson and Benny Avelin,Martin Andersson
2301.00201,Martin Andersson and Benny Avelin,Benny Avelin
2301.00207,"Qichen Xu, Zhuanglin Shen, Manuel Pereiro, Pawel Herman, Olle Eriksson
  and Anna Delin","Qichen Xu, Zhuanglin Shen, Manuel Pereiro, Pawel Herman, Olle Eriksson"
2301.00207,"Qichen Xu, Zhuanglin Shen, Manuel Pereiro, Pawel Herman, Olle Eriksson
  and Anna Delin",Anna Delin
2301.00216,"Youwei He, Jinliang Luo","Youwei He, Jinliang Luo"
2301.00221,Nihar B. Shah,Nihar B. Shah
2301.00228,"Alexander Schl""uter, Henning M""uller, Sikang Yan, Erik Faust, Ralf
  M""uller","Alexander Schl""uter, Henning M""uller, Sikang Yan, Erik Faust, Ralf
  M""uller"
2301.0023,"Xin Ma, Chang Liu, Chunyu Xie, Long Ye, Yafeng Deng, Xiangyang Ji","Xin Ma, Chang Liu, Chunyu Xie, Long Ye, Yafeng Deng, Xiangyang Ji"
2301.00234,"Qingxiu Dong, Lei Li, Damai Dai, Ce Zheng, Jingyuan Ma, Rui Li, Heming
  Xia, Jingjing Xu, Zhiyong Wu, Tianyu Liu, Baobao Chang, Xu Sun, Lei Li and
  Zhifang Sui","Qingxiu Dong, Lei Li, Damai Dai, Ce Zheng, Jingyuan Ma, Rui Li, Heming
  Xia, Jingjing Xu, Zhiyong Wu, Tianyu Liu, Baobao Chang, Xu Sun, Lei Li and
  Zhifang Sui"
2301.00236,"Sandipan Sarma, Arijit Sur","Sandipan Sarma, Arijit Sur"
2301.00241,"Moise Blanchard, Steve Hanneke and Patrick Jaillet","Moise Blanchard, Steve Hanneke"
2301.00241,"Moise Blanchard, Steve Hanneke and Patrick Jaillet",Patrick Jaillet
2301.00243,"Florian Kofler, Johannes Wahle, Ivan Ezhov, Sophia Wagner, Rami
  Al-Maskari, Emilia Gryska, Mihail Todorov, Christina Bukas, Felix Meissen,
  Tingying Peng, Ali Ert""urk, Daniel Rueckert, Rolf Heckemann, Jan Kirschke,
  Claus Zimmer, Benedikt Wiestler, Bjoern Menze, Marie Piraud","Florian Kofler, Johannes Wahle, Ivan Ezhov, Sophia Wagner, Rami
  Al-Maskari, Emilia Gryska, Mihail Todorov, Christina Bukas, Felix Meissen,
  Tingying Peng, Ali Ert""urk, Daniel Rueckert, Rolf Heckemann, Jan Kirschke,
  Claus Zimmer, Benedikt Wiestler, Bjoern Menze, Marie Piraud"
2301.0025,"Jiaqi Geng, Dong Huang, Fernando De la Torre","Jiaqi Geng, Dong Huang, Fernando De la Torre"
2301.00252,Sagar Sharma and Yuechun Gu and Keke Chen,Sagar Sharma
2301.00252,Sagar Sharma and Yuechun Gu and Keke Chen,Yuechun Gu
2301.00252,Sagar Sharma and Yuechun Gu and Keke Chen,Keke Chen
2301.00254,"Chengbo Yuan, Qianhui Xu and Yong Luo","Chengbo Yuan, Qianhui Xu"
2301.00254,"Chengbo Yuan, Qianhui Xu and Yong Luo",Yong Luo
2301.00255,"Parakh M. Gupta, Eric Pairet, Tiago Nascimento, Martin Saska","Parakh M. Gupta, Eric Pairet, Tiago Nascimento, Martin Saska"
2301.00264,"Piyush Batra, Gagan Raj Singh, Neeraj Goyal","Piyush Batra, Gagan Raj Singh, Neeraj Goyal"
2301.00265,"Yuqi Fang, Pew-Thian Yap, Weili Lin, Hongtu Zhu, and Mingxia Liu","Yuqi Fang, Pew-Thian Yap, Weili Lin, Hongtu Zhu,"
2301.00265,"Yuqi Fang, Pew-Thian Yap, Weili Lin, Hongtu Zhu, and Mingxia Liu",Mingxia Liu
2301.00269,"Ali Abedi, Haofan Lu, Alex Chen, Charlie Liu, Omid Abari","Ali Abedi, Haofan Lu, Alex Chen, Charlie Liu, Omid Abari"
2301.0027,"Meng-Chieh Lee, Shubhranshu Shekhar, Jaemin Yoo, Christos Faloutsos","Meng-Chieh Lee, Shubhranshu Shekhar, Jaemin Yoo, Christos Faloutsos"
2301.00276,"Abdelhamid Salem, Kai-Kit Wong, and Chan-Byoung Chae","Abdelhamid Salem, Kai-Kit Wong,"
2301.00276,"Abdelhamid Salem, Kai-Kit Wong, and Chan-Byoung Chae",Chan-Byoung Chae
2301.00278,"Dibyayan Chakraborty, Jeremie Chalopin, Florent Foucaud and Yann
  Vax`es","Dibyayan Chakraborty, Jeremie Chalopin, Florent Foucaud"
2301.00278,"Dibyayan Chakraborty, Jeremie Chalopin, Florent Foucaud and Yann
  Vax`es","Yann
  Vax`es"
2301.0028,"Mariam Zomorodi, Ismail Ghodsollahee, Jennifer H. Martin, Nicholas J.
  Talley, Vahid Salari, Pawel Plawiak, Kazem Rahimi, U. Rajendra Acharya","Mariam Zomorodi, Ismail Ghodsollahee, Jennifer H. Martin, Nicholas J.
  Talley, Vahid Salari, Pawel Plawiak, Kazem Rahimi, U. Rajendra Acharya"
2301.00281,D. Damian,D. Damian
2301.00285,Dean Wang,Dean Wang
2301.00289,Dean Wang,Dean Wang
2301.0029,"Mohammadhossein Askarihemmat, Sean Wagner, Olexa Bilaniuk, Yassine
  Hariri, Yvon Savaria, Jean-Pierre David","Mohammadhossein Askarihemmat, Sean Wagner, Olexa Bilaniuk, Yassine
  Hariri, Yvon Savaria, Jean-Pierre David"
2301.00301,"Rachel Redberg, Yuqing Zhu, Yu-Xiang Wang","Rachel Redberg, Yuqing Zhu, Yu-Xiang Wang"
2301.00303,"Hangfeng He, Hongming Zhang, Dan Roth","Hangfeng He, Hongming Zhang, Dan Roth"
2301.00304,"Georgios Paraskevopoulos, Theodoros Kouzelis, Georgios Rouvalis,
  Athanasios Katsamanis, Vassilis Katsouros, Alexandros Potamianos","Georgios Paraskevopoulos, Theodoros Kouzelis, Georgios Rouvalis,
  Athanasios Katsamanis, Vassilis Katsouros, Alexandros Potamianos"
2301.00308,"Yiran Luo, Li-Ta Hsu, Yang Jiang, Baoyu Liu, Zhetao Zhang, Yan Xiang
  and Naser El-Sheimy","Yiran Luo, Li-Ta Hsu, Yang Jiang, Baoyu Liu, Zhetao Zhang, Yan Xiang"
2301.00308,"Yiran Luo, Li-Ta Hsu, Yang Jiang, Baoyu Liu, Zhetao Zhang, Yan Xiang
  and Naser El-Sheimy",Naser El-Sheimy
2301.0031,"Deukryeol Yoon, Dongjin Lee, Minyoung Choe, Kijung Shin","Deukryeol Yoon, Dongjin Lee, Minyoung Choe, Kijung Shin"
2301.00312,Zhewei Liu and Ali Mostafavi,Zhewei Liu
2301.00312,Zhewei Liu and Ali Mostafavi,Ali Mostafavi
2301.00313,"Nima Sedaghat, Brianna M. Smart, J. Bryce Kalmbach, Erin L. Howard and
  Hamidreza Amindavar","Nima Sedaghat, Brianna M. Smart, J. Bryce Kalmbach, Erin L. Howard and
  Hamidreza Amindavar"
2301.00314,M. Alex O. Vasilescu,M. Alex O. Vasilescu
2301.00315,Hoon Hong and Jing Yang,Hoon Hong
2301.00315,Hoon Hong and Jing Yang,Jing Yang
2301.00316,"Oscar Skean, Richard Ehrenborg, Jerzy W. Jaromczyk","Oscar Skean, Richard Ehrenborg, Jerzy W. Jaromczyk"
2301.00317,David Avis and Duc A. Hoang,David Avis
2301.00317,David Avis and Duc A. Hoang,Duc A. Hoang
2301.0032,"Wisal Mukhtiar, Waliiya Rizwan, Aneela Habib, Yasir Saleem Afridi,
  Laiq Hasan, Kashif Ahmad","Wisal Mukhtiar, Waliiya Rizwan, Aneela Habib, Yasir Saleem Afridi,
  Laiq Hasan, Kashif Ahmad"
2301.00321,"Muhammad Suleman, Muhammad Asif, Tayyab Zamir, Ayaz Mehmood, Jebran
  Khan, Nasir Ahmad, Kashif Ahmad","Muhammad Suleman, Muhammad Asif, Tayyab Zamir, Ayaz Mehmood, Jebran
  Khan, Nasir Ahmad, Kashif Ahmad"
2301.00322,"Qiwen Li, Runze Gao, Yuanqing Xia","Qiwen Li, Runze Gao, Yuanqing Xia"
2301.00326,Qiao Wang,Qiao Wang
2301.00327,"Hongru Yang, Ziyu Jiang, Ruizhe Zhang, Yingbin Liang, Zhangyang Wang","Hongru Yang, Ziyu Jiang, Ruizhe Zhang, Yingbin Liang, Zhangyang Wang"
2301.00328,"Rajarshi Roy Chowdhury, Azam Che Idris and Pg Emeroylariffion Abas","Rajarshi Roy Chowdhury, Azam Che Idris"
2301.00328,"Rajarshi Roy Chowdhury, Azam Che Idris and Pg Emeroylariffion Abas",Pg Emeroylariffion Abas
2301.0033,"Yuedong Yang, Guihong Li, Radu Marculescu","Yuedong Yang, Guihong Li, Radu Marculescu"
2301.00335,"Hongru Yang, Yingbin Liang, Xiaojie Guo, Lingfei Wu, Zhangyang Wang","Hongru Yang, Yingbin Liang, Xiaojie Guo, Lingfei Wu, Zhangyang Wang"
2301.00337,"Christian DeBuys and Florin C. Ghesu and Jagadeesan Jayender and Reza
  Langari and Young-Ho Kim",Christian DeBuys
2301.00337,"Christian DeBuys and Florin C. Ghesu and Jagadeesan Jayender and Reza
  Langari and Young-Ho Kim",Florin C. Ghesu
2301.00337,"Christian DeBuys and Florin C. Ghesu and Jagadeesan Jayender and Reza
  Langari and Young-Ho Kim",Jagadeesan Jayender
2301.00337,"Christian DeBuys and Florin C. Ghesu and Jagadeesan Jayender and Reza
  Langari and Young-Ho Kim","Reza
  Langari"
2301.00337,"Christian DeBuys and Florin C. Ghesu and Jagadeesan Jayender and Reza
  Langari and Young-Ho Kim",Young-Ho Kim
2301.00344,Shuheng Zhou,Shuheng Zhou
2301.00345,"Jorge Quesada, Lakshmi Sathidevi, Ran Liu, Nauman Ahad, Joy M.
  Jackson, Mehdi Azabou, Jingyun Xiao, Christopher Liding, Matthew Jin,
  Carolina Urzay, William Gray-Roncal, Erik C. Johnson, Eva L. Dyer","Jorge Quesada, Lakshmi Sathidevi, Ran Liu, Nauman Ahad, Joy M.
  Jackson, Mehdi Azabou, Jingyun Xiao, Christopher Liding, Matthew Jin,
  Carolina Urzay, William Gray-Roncal, Erik C. Johnson, Eva L. Dyer"
2301.00346,"Thanh Vinh Vo, Arnab Bhattacharyya, Young Lee, Tze-Yun Leong","Thanh Vinh Vo, Arnab Bhattacharyya, Young Lee, Tze-Yun Leong"
2301.00349,"Ke Zou and Yidi Chen and Ling Huang and Xuedong Yuan and Xiaojing Shen
  and Meng Wang and Rick Siow Mong Goh and Yong Liu and Huazhu Fu",Ke Zou
2301.00349,"Ke Zou and Yidi Chen and Ling Huang and Xuedong Yuan and Xiaojing Shen
  and Meng Wang and Rick Siow Mong Goh and Yong Liu and Huazhu Fu",Yidi Chen
2301.00349,"Ke Zou and Yidi Chen and Ling Huang and Xuedong Yuan and Xiaojing Shen
  and Meng Wang and Rick Siow Mong Goh and Yong Liu and Huazhu Fu",Ling Huang
2301.00349,"Ke Zou and Yidi Chen and Ling Huang and Xuedong Yuan and Xiaojing Shen
  and Meng Wang and Rick Siow Mong Goh and Yong Liu and Huazhu Fu",Xuedong Yuan
2301.00349,"Ke Zou and Yidi Chen and Ling Huang and Xuedong Yuan and Xiaojing Shen
  and Meng Wang and Rick Siow Mong Goh and Yong Liu and Huazhu Fu",Xiaojing Shen
2301.00349,"Ke Zou and Yidi Chen and Ling Huang and Xuedong Yuan and Xiaojing Shen
  and Meng Wang and Rick Siow Mong Goh and Yong Liu and Huazhu Fu",Meng Wang
2301.00349,"Ke Zou and Yidi Chen and Ling Huang and Xuedong Yuan and Xiaojing Shen
  and Meng Wang and Rick Siow Mong Goh and Yong Liu and Huazhu Fu",Rick Siow Mong Goh
2301.00349,"Ke Zou and Yidi Chen and Ling Huang and Xuedong Yuan and Xiaojing Shen
  and Meng Wang and Rick Siow Mong Goh and Yong Liu and Huazhu Fu",Yong Liu
2301.00349,"Ke Zou and Yidi Chen and Ling Huang and Xuedong Yuan and Xiaojing Shen
  and Meng Wang and Rick Siow Mong Goh and Yong Liu and Huazhu Fu",Huazhu Fu
2301.00351,Haeyong Kang and Chang D. Yoo,Haeyong Kang
2301.00351,Haeyong Kang and Chang D. Yoo,Chang D. Yoo
2301.00354,"Dan Lin, Jiajing Wu, Qishuang Fu, Zibin Zheng, Ting Chen","Dan Lin, Jiajing Wu, Qishuang Fu, Zibin Zheng, Ting Chen"
2301.00355,"Ruibo Liu, Chenyan Jia, Ge Zhang, Ziyu Zhuang, Tony X Liu, and Soroush
  Vosoughi","Ruibo Liu, Chenyan Jia, Ge Zhang, Ziyu Zhuang, Tony X Liu,"
2301.00355,"Ruibo Liu, Chenyan Jia, Ge Zhang, Ziyu Zhuang, Tony X Liu, and Soroush
  Vosoughi","Soroush
  Vosoughi"
2301.00357,"Aniruddha Rajendra Rao, Haiyan Wang, Chetan Gupta","Aniruddha Rajendra Rao, Haiyan Wang, Chetan Gupta"
2301.00362,"Wenhui Huang, Yanxin Zhou, Xiangkun He, and Chen Lv","Wenhui Huang, Yanxin Zhou, Xiangkun He,"
2301.00362,"Wenhui Huang, Yanxin Zhou, Xiangkun He, and Chen Lv",Chen Lv
2301.00363,"Leikun Yin, Rahul Ghosh, Chenxi Lin, David Hale, Christoph Weigl,
  James Obarowski, Junxiong Zhou, Jessica Till, Xiaowei Jia, Troy Mao, Vipin
  Kumar, Zhenong Jin","Leikun Yin, Rahul Ghosh, Chenxi Lin, David Hale, Christoph Weigl,
  James Obarowski, Junxiong Zhou, Jessica Till, Xiaowei Jia, Troy Mao, Vipin
  Kumar, Zhenong Jin"
2301.00364,"Fei Yin and Yong Zhang and Baoyuan Wu and Yan Feng and Jingyi Zhang
  and Yanbo Fan and Yujiu Yang",Fei Yin
2301.00364,"Fei Yin and Yong Zhang and Baoyuan Wu and Yan Feng and Jingyi Zhang
  and Yanbo Fan and Yujiu Yang",Yong Zhang
2301.00364,"Fei Yin and Yong Zhang and Baoyuan Wu and Yan Feng and Jingyi Zhang
  and Yanbo Fan and Yujiu Yang",Baoyuan Wu
2301.00364,"Fei Yin and Yong Zhang and Baoyuan Wu and Yan Feng and Jingyi Zhang
  and Yanbo Fan and Yujiu Yang",Yan Feng
2301.00364,"Fei Yin and Yong Zhang and Baoyuan Wu and Yan Feng and Jingyi Zhang
  and Yanbo Fan and Yujiu Yang",Jingyi Zhang
2301.00364,"Fei Yin and Yong Zhang and Baoyuan Wu and Yan Feng and Jingyi Zhang
  and Yanbo Fan and Yujiu Yang",Yanbo Fan
2301.00364,"Fei Yin and Yong Zhang and Baoyuan Wu and Yan Feng and Jingyi Zhang
  and Yanbo Fan and Yujiu Yang",Yujiu Yang
2301.00366,"Kunal Chaturvedi, Ali Braytee, Jun Li, Mukesh Prasad","Kunal Chaturvedi, Ali Braytee, Jun Li, Mukesh Prasad"
2301.0037,Daiki Suruga,Daiki Suruga
2301.00371,"Libo Zhang, Wenzhang Zhou, Heng Fan, Tiejian Luo, and Haibin Ling","Libo Zhang, Wenzhang Zhou, Heng Fan, Tiejian Luo,"
2301.00371,"Libo Zhang, Wenzhang Zhou, Heng Fan, Tiejian Luo, and Haibin Ling",Haibin Ling
2301.00374,Jorge Martinez-Gil,Jorge Martinez-Gil
2301.00377,"Alfonso Tejedor Moreno, Jose A. Piedra-Fernandez, Juan Jesus
  Ojeda-Castelo, Luis Iribarne","Alfonso Tejedor Moreno, Jose A. Piedra-Fernandez, Juan Jesus
  Ojeda-Castelo, Luis Iribarne"
2301.00379,"Muhamad Rausyan Fikri, Taufiq Candra, Kushendarsyah Saptaji, Ajeng
  Nindi Noviarini, and Dilla Ayu Wardani","Muhamad Rausyan Fikri, Taufiq Candra, Kushendarsyah Saptaji, Ajeng
  Nindi Noviarini,"
2301.00379,"Muhamad Rausyan Fikri, Taufiq Candra, Kushendarsyah Saptaji, Ajeng
  Nindi Noviarini, and Dilla Ayu Wardani",Dilla Ayu Wardani
2301.00383,"Zenan Huang, Jun Wen, Siheng Chen, Linchao Zhu, Nenggan Zheng","Zenan Huang, Jun Wen, Siheng Chen, Linchao Zhu, Nenggan Zheng"
2301.00384,Ali Shakiba,Ali Shakiba
2301.00387,"S.M. Dhannya, N.S. Narayanaswamy, K.K. Nisha","S.M. Dhannya, N.S. Narayanaswamy, K.K. Nisha"
2301.00389,"Zhiyuan Wu, Sheng Sun, Yuwei Wang, Min Liu, Quyang Pan, Xuefeng Jiang,
  Bo Gao","Zhiyuan Wu, Sheng Sun, Yuwei Wang, Min Liu, Quyang Pan, Xuefeng Jiang,
  Bo Gao"
2301.00391,"Chunyang Wang, Desen Sun, Yuebin Bai","Chunyang Wang, Desen Sun, Yuebin Bai"
2301.00393,"Yufan Wang, Kai Ming Ting, Yuanyi Shang","Yufan Wang, Kai Ming Ting, Yuanyi Shang"
2301.00394,"Lu Yang, Wenhe Jia, Shan Li, Qing Song","Lu Yang, Wenhe Jia, Shan Li, Qing Song"
2301.00395,"Ge Zhang, Yizhi Li, Yaoyao Wu, Linyuan Zhang, Chenghua Lin, Jiayi
  Geng, Shi Wang, Jie Fu","Ge Zhang, Yizhi Li, Yaoyao Wu, Linyuan Zhang, Chenghua Lin, Jiayi
  Geng, Shi Wang, Jie Fu"
2301.00397,"Xingwu Sun, Hongyin Tang, chengzhong Xu","Xingwu Sun, Hongyin Tang, chengzhong Xu"
2301.00399,Farshad Noravesh,Farshad Noravesh
2301.00403,"Kaibin Huang, Qiao Lan, Zhiyan Liu, Lin Yang","Kaibin Huang, Qiao Lan, Zhiyan Liu, Lin Yang"
2301.00406,"Rui Ding, Juntian Ye, Qifeng Gao, Feihu Xu, Yuping Duan","Rui Ding, Juntian Ye, Qifeng Gao, Feihu Xu, Yuping Duan"
2301.00407,"Huaizheng Zhang, Yuanming Li, Wencong Xiao, Yizheng Huang, Xing Di,
  Jianxiong Yin, Simon See, Yong Luo, Chiew Tong Lau and Yang You","Huaizheng Zhang, Yuanming Li, Wencong Xiao, Yizheng Huang, Xing Di,
  Jianxiong Yin, Simon See, Yong Luo, Chiew Tong Lau"
2301.00407,"Huaizheng Zhang, Yuanming Li, Wencong Xiao, Yizheng Huang, Xing Di,
  Jianxiong Yin, Simon See, Yong Luo, Chiew Tong Lau and Yang You",Yang You
2301.00409,"Shizhan Gong, Cheng Chen, Yuqi Gong, Nga Yan Chan, Wenao Ma, Calvin
  Hoi-Kwan Mak, Jill Abrigo, Qi Dou","Shizhan Gong, Cheng Chen, Yuqi Gong, Nga Yan Chan, Wenao Ma, Calvin
  Hoi-Kwan Mak, Jill Abrigo, Qi Dou"
2301.0041,Stephan Leitner,Stephan Leitner
2301.00411,"Boyu Zhang, Wenbo Xu, Zheng Zhu, Guan Huang","Boyu Zhang, Wenbo Xu, Zheng Zhu, Guan Huang"
2301.00414,"Christina Giannoula, Kailong Huang, Jonathan Tang, Nectarios Koziris,
  Georgios Goumas, Zeshan Chishti, Nandita Vijaykumar","Christina Giannoula, Kailong Huang, Jonathan Tang, Nectarios Koziris,
  Georgios Goumas, Zeshan Chishti, Nandita Vijaykumar"
2301.00418,"Duc-Vu Nguyen, Ngan Luu-Thuy Nguyen","Duc-Vu Nguyen, Ngan Luu-Thuy Nguyen"
2301.00419,Wenpin Tang and Hung Vinh Tran and Yuming Paul Zhang,Wenpin Tang
2301.00419,Wenpin Tang and Hung Vinh Tran and Yuming Paul Zhang,Hung Vinh Tran
2301.00419,Wenpin Tang and Hung Vinh Tran and Yuming Paul Zhang,Yuming Paul Zhang
2301.00422,"Quoc-Loc Duong, Duc-Vu Nguyen, Ngan Luu-Thuy Nguyen","Quoc-Loc Duong, Duc-Vu Nguyen, Ngan Luu-Thuy Nguyen"
2301.00424,Yuanpeng He,Yuanpeng He
2301.00427,"Han Huang, Leilei Sun, Bowen Du, Weifeng Lv","Han Huang, Leilei Sun, Bowen Du, Weifeng Lv"
2301.00429,"Hang Thi-Thu Le, Viet-Duc Ho, Duc-Vu Nguyen, Ngan Luu-Thuy Nguyen","Hang Thi-Thu Le, Viet-Duc Ho, Duc-Vu Nguyen, Ngan Luu-Thuy Nguyen"
2301.00433,"Wenjing Zhang, Yining Wang, Mingzhe Chen, Tao Luo, Dusit Niyato","Wenjing Zhang, Yining Wang, Mingzhe Chen, Tao Luo, Dusit Niyato"
2301.00434,"Nancy Clarke, Joshua Forkin, and Glenn Hurlbert","Nancy Clarke, Joshua Forkin,"
2301.00434,"Nancy Clarke, Joshua Forkin, and Glenn Hurlbert",Glenn Hurlbert
2301.00435,Le Feng and Zhenxing Qian and Sheng Li and Xinpeng Zhang,Le Feng
2301.00435,Le Feng and Zhenxing Qian and Sheng Li and Xinpeng Zhang,Zhenxing Qian
2301.00435,Le Feng and Zhenxing Qian and Sheng Li and Xinpeng Zhang,Sheng Li
2301.00435,Le Feng and Zhenxing Qian and Sheng Li and Xinpeng Zhang,Xinpeng Zhang
2301.00436,"Sadaf Gulshad, Teng Long, Nanne van Noord","Sadaf Gulshad, Teng Long, Nanne van Noord"
2301.00437,"Hien Dang and Tho Tran and Stanley Osher and Hung Tran-The and Nhat Ho
  and Tan Nguyen",Hien Dang
2301.00437,"Hien Dang and Tho Tran and Stanley Osher and Hung Tran-The and Nhat Ho
  and Tan Nguyen",Tho Tran
2301.00437,"Hien Dang and Tho Tran and Stanley Osher and Hung Tran-The and Nhat Ho
  and Tan Nguyen",Stanley Osher
2301.00437,"Hien Dang and Tho Tran and Stanley Osher and Hung Tran-The and Nhat Ho
  and Tan Nguyen",Hung Tran-The
2301.00437,"Hien Dang and Tho Tran and Stanley Osher and Hung Tran-The and Nhat Ho
  and Tan Nguyen",Nhat Ho
2301.00437,"Hien Dang and Tho Tran and Stanley Osher and Hung Tran-The and Nhat Ho
  and Tan Nguyen",Tan Nguyen
2301.0044,"Geoff Boeing, Yougeng Lu, Clemens Pilgram","Geoff Boeing, Yougeng Lu, Clemens Pilgram"
2301.00442,"Daniela P""ohn and Wolfgang Hommel","Daniela P""ohn"
2301.00442,"Daniela P""ohn and Wolfgang Hommel",Wolfgang Hommel
2301.00443,"Daniela P""ohn und Wolfgang Hommel","Daniela P""ohn und Wolfgang Hommel"
2301.00444,"Daniela P""ohn and Wolfgang Hommel","Daniela P""ohn"
2301.00444,"Daniela P""ohn and Wolfgang Hommel",Wolfgang Hommel
2301.00447,"James Batten, Matthew Sinclair, Ben Glocker, Michiel Schaap","James Batten, Matthew Sinclair, Ben Glocker, Michiel Schaap"
2301.00448,"Idan Cohen, Ofir Lindenbaum and Sharon Gannot","Idan Cohen, Ofir Lindenbaum"
2301.00448,"Idan Cohen, Ofir Lindenbaum and Sharon Gannot",Sharon Gannot
2301.00451,"Seyyed Hamed Moghimi, Jafar Habibi, Hamid Jahad, Mohammad Amin Fazli","Seyyed Hamed Moghimi, Jafar Habibi, Hamid Jahad, Mohammad Amin Fazli"
2301.00452,"Yonghao Long, Wang Wei, Tao Huang, Yuehao Wang, Qi Dou","Yonghao Long, Wang Wei, Tao Huang, Yuehao Wang, Qi Dou"
2301.00453,"Shangde Gao, Yan Wang, My T. Thai","Shangde Gao, Yan Wang, My T. Thai"
2301.00454,Zhibin Zou and Aveek Dutta,Zhibin Zou
2301.00454,Zhibin Zou and Aveek Dutta,Aveek Dutta
2301.00457,"Yair Carmon, Arun Jambulapati, Yujia Jin, Yin Tat Lee, Daogao Liu,
  Aaron Sidford, Kevin Tian","Yair Carmon, Arun Jambulapati, Yujia Jin, Yin Tat Lee, Daogao Liu,
  Aaron Sidford, Kevin Tian"
2301.00462,Padmaksha Roy,Padmaksha Roy
2301.00466,Zhiyong Sun,Zhiyong Sun
2301.00479,Luyao Sunshine Zhang,Luyao Sunshine Zhang
2301.00482,"Snehesh Shrestha, William Sentosatio, Huiashu Peng, Cornelia
  Fermuller, Yiannis Aloimonos","Snehesh Shrestha, William Sentosatio, Huiashu Peng, Cornelia
  Fermuller, Yiannis Aloimonos"
2301.00483,"Vladimir Makarenkov, Gayane S. Barseghyan and Nadia Tahiri","Vladimir Makarenkov, Gayane S. Barseghyan"
2301.00483,"Vladimir Makarenkov, Gayane S. Barseghyan and Nadia Tahiri",Nadia Tahiri
2301.00484,Razin Farhan Hussain and Mohsen Amini Salehi,Razin Farhan Hussain
2301.00484,Razin Farhan Hussain and Mohsen Amini Salehi,Mohsen Amini Salehi
2301.00486,Joseph J. Boutros and Emina Soljanin,Joseph J. Boutros
2301.00486,Joseph J. Boutros and Emina Soljanin,Emina Soljanin
2301.00488,Suayb S. Arslan and Pawan Sinha,Suayb S. Arslan
2301.00488,Suayb S. Arslan and Pawan Sinha,Pawan Sinha
2301.00489,"Jiayun Zhang, Xiyuan Zhang, Xinyang Zhang, Dezhi Hong, Rajesh K.
  Gupta, Jingbo Shang","Jiayun Zhang, Xiyuan Zhang, Xinyang Zhang, Dezhi Hong, Rajesh K.
  Gupta, Jingbo Shang"
2301.00493,"Benjamin Wilson, William Qi, Tanmay Agarwal, John Lambert, Jagjeet
  Singh, Siddhesh Khandelwal, Bowen Pan, Ratnesh Kumar, Andrew Hartnett, Jhony
  Kaesemodel Pontes, Deva Ramanan, Peter Carr, James Hays","Benjamin Wilson, William Qi, Tanmay Agarwal, John Lambert, Jagjeet
  Singh, Siddhesh Khandelwal, Bowen Pan, Ratnesh Kumar, Andrew Hartnett, Jhony
  Kaesemodel Pontes, Deva Ramanan, Peter Carr, James Hays"
2301.00495,"Savas Yildirim, Mucahit Cevik, Devang Parikh, Ayse Basar","Savas Yildirim, Mucahit Cevik, Devang Parikh, Ayse Basar"
2301.00497,"Hongyu Zhou, Zirui Xu, Vasileios Tzoumas","Hongyu Zhou, Zirui Xu, Vasileios Tzoumas"
2301.00503,"Yacheng He, Qianghuai Jia, Lin Yuan, Ruopeng Li, Yixin Ou, Ningyu
  Zhang","Yacheng He, Qianghuai Jia, Lin Yuan, Ruopeng Li, Yixin Ou, Ningyu
  Zhang"
2301.00504,"Timothy T. Yu, Da Ma, Jayden Cole, Myeong Jin Ju, Mirza F. Beg and
  Marinko V. Sarunic","Timothy T. Yu, Da Ma, Jayden Cole, Myeong Jin Ju, Mirza F. Beg and
  Marinko V. Sarunic"
2301.00505,Adam Gamba and Andres Monroy-Hernandez,Adam Gamba
2301.00505,Adam Gamba and Andres Monroy-Hernandez,Andres Monroy-Hernandez
2301.00508,Fred W. Buhl,Fred W. Buhl
2301.00511,"Shouguo Yang, Chaopeng Dong, Yang Xiao, Yiran Cheng, Zhiqiang Shi, Zhi
  Li, and Limin Sun","Shouguo Yang, Chaopeng Dong, Yang Xiao, Yiran Cheng, Zhiqiang Shi, Zhi
  Li,"
2301.00511,"Shouguo Yang, Chaopeng Dong, Yang Xiao, Yiran Cheng, Zhiqiang Shi, Zhi
  Li, and Limin Sun",Limin Sun
2301.00512,"Sumana Basu, Marc-Andre Legault, Adriana Romero-Soriano, Doina
  Precup","Sumana Basu, Marc-Andre Legault, Adriana Romero-Soriano, Doina
  Precup"
2301.00514,"Jiahao Zhu, Daizong Liu, Pan Zhou, Xing Di, Yu Cheng, Song Yang,
  Wenzheng Xu, Zichuan Xu, Yao Wan, Lichao Sun, Zeyu Xiong","Jiahao Zhu, Daizong Liu, Pan Zhou, Xing Di, Yu Cheng, Song Yang,
  Wenzheng Xu, Zichuan Xu, Yao Wan, Lichao Sun, Zeyu Xiong"
2301.00516,"Zhe Ma, Wen Wu, Feifei Gao, Xuemin (Sherman) Shen","Zhe Ma, Wen Wu, Feifei Gao, Xuemin (Sherman) Shen"
2301.00519,"Xuemin (Sherman) Shen, Jie Gao, Wen Wu, Mushu Li, Conghao Zhou, and
  Weihua Zhuang","Xuemin (Sherman) Shen, Jie Gao, Wen Wu, Mushu Li, Conghao Zhou, and
  Weihua Zhuang"
2301.0052,"Elijah Pelofske, Andreas B""artschi, Stephan Eidenbenz","Elijah Pelofske, Andreas B""artschi, Stephan Eidenbenz"
